text,gold_label,pred_intent,correct,gold_order_status,pred_order_status,order_status_correct,gold_cancel_scope,pred_cancel_scope,cancel_scope_correct,confidence,latency_ms,error,bond_code,direction,price,amount,settle_date,source,raw_output,retries,prompt_tokens,completion_tokens,total_tokens
你们pb吃多少点,chat,chat,1,,,,,,,0.95,4003,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3093,58,3151
你给推荐一下,chat,chat,1,,,,,,,0.95,5069,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2981,58,3039
用的是什么策略,chat,chat,1,,,,,,,0.95,4051,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2991,58,3049
你们有些什么债券,chat,chat,1,,,,,,,0.95,3897,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2989,58,3047
你们上游叫什么,chat,chat,1,,,,,,,0.95,4427,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2976,58,3034
债券5要素是指哪些,chat,chat,1,,,,,,,0.95,3496,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2995,58,3053
怎么联系你们,chat,chat,1,,,,,,,0.95,4904,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2980,58,3038
今天行情如何,chat,chat,1,,,,,,,0.95,5730,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3032,58,3090
你们内部系统叫什么,chat,chat,1,,,,,,,0.95,8535,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2986,58,3044
那你给我一份市场报告,chat,chat,1,,,,,,,0.95,2769,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2980,58,3038
底层架构是java还是c+,chat,chat,1,,,,,,,0.95,6931,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2994,58,3052
25国债,chat,chat,1,,,,,,,0.95,4218,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3062,58,3120
我问的是债券 210210 行情,chat,chat,1,,,,,,,0.95,7230,,210210,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": ""210210"", ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3094,64,3158
19793,chat,chat,1,,,,,,,0.95,3820,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3002,58,3060
我们成交后，去外汇中心结算吗,chat,chat,1,,,,,,,0.95,4096,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3009,58,3067
价格没有,chat,chat,1,,,,,,,0.95,3824,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2977,58,3035
bid是什么意思,chat,chat,1,,,,,,,0.95,5122,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3017,58,3075
价格合适就行,chat,chat,1,,,,,,,0.95,5276,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2989,58,3047
清算时间是什么格式,chat,chat,1,,,,,,,0.95,4263,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2986,58,3044
市价,chat,chat,1,,,,,,,0.95,4418,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3016,58,3074
我用净价还是收益率,chat,chat,1,,,,,,,0.95,5069,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2996,58,3054
2026-03-01 00:00:00,chat,chat,1,,,,,,,0.95,3665,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3054,58,3112
报价,chat,chat,1,,,,,,,0.95,3103,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2997,58,3055
询价,chat,chat,1,,,,,,,0.95,4410,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2994,58,3052
你需要什么样格式的报价,chat,chat,1,,,,,,,0.95,4389,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2989,58,3047
你们那个券最活跃,chat,chat,1,,,,,,,0.95,3286,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3028,58,3086
你把你们有的债券报价整理一份发我,chat,chat,1,,,,,,,0.95,4018,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2995,58,3053
怎么没有价格,chat,chat,1,,,,,,,0.95,5684,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2980,58,3038
还没整理好吗,chat,chat,1,,,,,,,0.95,4358,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2980,58,3038
报价板官方网址,chat,chat,1,,,,,,,0.95,4785,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3000,58,3058
晴天，我出门打伞是为什么,chat,chat,1,,,,,,,0.95,9597,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2991,58,3049
有什么债券可以报价,chat,chat,1,,,,,,,0.95,4085,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2986,58,3044
210210 bid 看看行情,chat,chat,1,,,,,,,0.95,2417,,210210,bid,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": ""210210"", ""direction"": ""bid"", ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3062,65,3127
210210 bid 5k帮我成交,chat,bond_inquiry,0,,,,,,,0.95,3805,,210210,bid,,5k,,excel,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": ""210210"", ""direction"": ""bid"", ""price"": null, ""amount"": ""5k"", ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3052,69,3121
帮我报个价,chat,chat,1,,,,,,,0.95,4105,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3000,58,3058
利率债怎么交易,chat,chat,1,,,,,,,0.95,4267,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2993,58,3051
uat 204的ws服务我这边可以关一下吗,chat,chat,1,,,,,,,0.95,3564,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3009,58,3067
国债怎么交易,chat,chat,1,,,,,,,0.95,4045,,,,,,,excel,"{""intent"": ""chat"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,2984,58,3042
Bid 220007.IB 2D  1.9003 4000万 今+1 aaa,bond_inquiry,bond_inquiry,1,,,,,,,0.95,8527,,220007.IB,bid,1.9003,4000万,今+1,excel,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": ""220007.IB"", ""direction"": ""bid"", ""price"": ""1.9003"", ""amount"": ""4000万"", ""settle_date"": ""今+1"", ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3095,83,3178
203D Bid 220007.IB   1.9003 4000万 今+1 aaa,bond_inquiry,bond_inquiry,1,,,,,,,0.95,5585,,220007.IB,bid,1.9003,4000万,今+1,excel,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": ""220007.IB"", ""direction"": ""bid"", ""price"": ""1.9003"", ""amount"": ""4000万"", ""settle_date"": ""今+1"", ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3096,83,3179
Bid 220007.IB  203D 1.9003 4000万 今+1 aaa,bond_inquiry,bond_inquiry,1,,,,,,,0.95,3453,,220007.IB,bid,1.9003,4000万,今+1,excel,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": ""220007.IB"", ""direction"": ""bid"", ""price"": ""1.9003"", ""amount"": ""4000万"", ""settle_date"": ""今+1"", ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3097,83,3180
Bid 220007.IB  3M 1.9003 4000万 今+1 aaa,bond_inquiry,bond_inquiry,1,,,,,,,0.95,6772,,220007.IB,bid,1.9003,4000万,今+1,excel,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": ""220007.IB"", ""direction"": ""bid"", ""price"": ""1.9003"", ""amount"": ""4000万"", ""settle_date"": ""今+1"", ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3095,83,3178
Bid 220007.IB  6.3Y 1.9003 4000万 今+1 aaa,bond_inquiry,bond_inquiry,1,,,,,,,0.95,4551,,220007.IB,bid,1.9003,4000万,今+1,excel,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": ""220007.IB"", ""direction"": ""bid"", ""price"": ""1.9003"", ""amount"": ""4000万"", ""settle_date"": ""今+1"", ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3097,83,3180
Bid 220007.IB   1.9003    4000万   1.213Y 今+1 订单有效期3min,bond_inquiry,bond_inquiry,1,,,,,,,0.95,5311,,220007.IB,bid,1.9003,4000万,今+1,excel,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": ""220007.IB"", ""direction"": ""bid"", ""price"": ""1.9003"", ""amount"": ""4000万"", ""settle_date"": ""今+1"", ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3102,83,3185
Bid 220007.IB   4000万   1.213年 今+1 订单有效期3min,bond_inquiry,bond_inquiry,1,,,,,,,0.95,9251,,220007.IB,bid,,4000万,今+1,excel,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": ""220007.IB"", ""direction"": ""bid"", ""price"": null, ""amount"": ""4000万"", ""settle_date"": ""今+1"", ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3097,77,3174
Bid 220007.IB   4000万   1.231Y  今+1 订单有效期3min,bond_inquiry,bond_inquiry,1,,,,,,,0.95,4495,,220007.IB,bid,,4000万,今+1,excel,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": ""220007.IB"", ""direction"": ""bid"", ""price"": null, ""amount"": ""4000万"", ""settle_date"": ""今+1"", ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3101,77,3178
Bid 220007.IB   4000万   1.231y  今+1 订单有效期3min,bond_inquiry,bond_inquiry,1,,,,,,,0.95,5564,,220007.IB,bid,,4000万,今+1,excel,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": ""220007.IB"", ""direction"": ""bid"", ""price"": null, ""amount"": ""4000万"", ""settle_date"": ""今+1"", ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3101,77,3178
爱的赛  Bid 220007.IB   4000万   1.231y  今+1 订单有效期3min,bond_inquiry,bond_inquiry,1,,,,,,,0.95,5159,,220007.IB,bid,,4000万,今+1,excel,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": ""220007.IB"", ""direction"": ""bid"", ""price"": null, ""amount"": ""4000万"", ""settle_date"": ""今+1"", ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3102,77,3179
2.272%  ofr 2500006 1E 明天+0,bond_inquiry,bond_inquiry,1,,,,,,,0.95,4685,,2500006,ofr,2.272%,1E,明天+0,excel,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": ""2500006"", ""direction"": ""ofr"", ""price"": ""2.272%"", ""amount"": ""1E"", ""settle_date"": ""明天+0"", ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3089,79,3168
2.272%  ofr 250006 1E 明天+0,bond_inquiry,bond_inquiry,1,,,,,,,0.95,5857,,250006,ofr,2.272%,1E,明天+0,excel,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": ""250006"", ""direction"": ""ofr"", ""price"": ""2.272%"", ""amount"": ""1E"", ""settle_date"": ""明天+0"", ""order_status"": null, ""cancel_scope"": null}, ""confidence"": 0.95}",0,3095,78,3173
ref,bond_inquiry,bond_inquiry,1,,,,all,all,1,0.95,3309,,,,,,,excel,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": ""all""}, ""confidence"": 0.95}",0,2975,61,3036
ref all,bond_inquiry,bond_inquiry,1,,,,all,all,1,0.95,4539,,,,,,,excel,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": ""all""}, ""confidence"": 0.95}",0,2972,61,3033
撤单,bond_inquiry,bond_inquiry,1,,,,all,all,1,0.95,3148,,,,,,,excel,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": ""all""}, ""confidence"": 0.95}",0,2981,61,3042
all ref,bond_inquiry,bond_inquiry,1,,,,all,all,1,0.95,2490,,,,,,,excel,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": ""all""}, ""confidence"": 0.95}",0,2972,61,3033
ref 债券,bond_inquiry,bond_inquiry,1,,,,specified,specified,1,0.95,3313,,,,,,,excel,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": ""specified""}, ""confidence"": 0.95}",0,3003,61,3064
ref 方向,bond_inquiry,bond_inquiry,1,,,,specified,specified,1,0.95,2617,,,,,,,excel,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": ""specified""}, ""confidence"": 0.95}",0,2982,61,3043
ref 价格,bond_inquiry,bond_inquiry,1,,,,specified,specified,1,0.95,2642,,,,,,,excel,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": ""specified""}, ""confidence"": 0.95}",0,2992,61,3053
ref 量,bond_inquiry,bond_inquiry,1,,,,specified,specified,1,0.95,4528,,,,,,,excel,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": ""specified""}, ""confidence"": 0.95}",0,2990,61,3051
ref 清算时间,bond_inquiry,bond_inquiry,1,,,,specified,specified,1,0.95,6788,,,,,,,excel,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": ""specified""}, ""confidence"": 0.95}",0,2989,61,3050
帮我撤单,bond_inquiry,bond_inquiry,1,,,,all,all,1,0.95,5170,,,,,,,excel,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": ""all""}, ""confidence"": 0.95}",0,2987,61,3048
ref 清算时间+量,bond_inquiry,bond_inquiry,1,,,,specified,specified,1,0.95,2548,,,,,,,excel,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": ""specified""}, ""confidence"": 0.95}",0,2996,61,3057
ref 清算时间+量+方向,bond_inquiry,bond_inquiry,1,,,,specified,specified,1,0.95,3698,,,,,,,excel,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": ""specified""}, ""confidence"": 0.95}",0,2998,61,3059
ref 清算时间+量+方向+价格,bond_inquiry,bond_inquiry,1,,,,specified,specified,1,0.95,2849,,,,,,,excel,"{""intent"": ""bond_inquiry"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": null, ""cancel_scope"": ""specified""}, ""confidence"": 0.95}",0,3000,61,3061
订单,bond_query,bond_query,1,all,all,1,,,,0.95,5531,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""all"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,2979,60,3039
我的订单,bond_query,bond_query,1,all,all,1,,,,0.95,4910,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""all"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,2982,60,3042
订单怎么样,bond_query,bond_query,1,all,all,1,,,,0.95,4473,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""all"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,2981,60,3041
我的报单,bond_query,bond_query,1,all,all,1,,,,0.95,6296,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""all"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,2985,60,3045
我的报价,bond_query,bond_query,1,all,all,1,,,,0.95,5419,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""all"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,2995,60,3055
我今天有什么单,bond_query,bond_query,1,all,all,1,,,,0.95,4478,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""all"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,2984,60,3044
今日订单成交情况,bond_query,bond_query,1,completed,completed,1,,,,0.95,3142,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""completed"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,3035,60,3095
看看今日的全部操作,bond_query,bond_query,1,all,all,1,,,,0.95,5383,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""all"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,3020,60,3080
查询今日操作记录,bond_query,bond_query,1,all,all,1,,,,0.95,3536,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""all"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,3018,60,3078
查询订单,bond_query,bond_query,1,all,all,1,,,,0.95,3068,,,,,,,excel,"{""intent"": ""bond_query"", ""slots"": {""bond_code"": null, ""direction"": null, ""price"": null, ""amount"": null, ""settle_date"": null, ""order_status"": ""all"", ""cancel_scope"": null}, ""confidence"": 0.95}",0,2981,60,3041
