text,gold_label,pred_intent,correct,gold_order_status,pred_order_status,order_status_correct,gold_cancel_scope,pred_cancel_scope,cancel_scope_correct,confidence,latency_ms,error,bond_code,direction,price,amount,settle_date,source,raw_output,retries,prompt_tokens,completion_tokens,total_tokens
今天行情如何,chat,chat,1,,,,,,,0.93,3386,,,,,,,excel,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.93}",0,2928,186,3114
你们内部系统叫什么,chat,chat,1,,,,,,,0.95,2285,,,,,,,excel,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2929,100,3029
那你给我一份市场报告,chat,chat,1,,,,,,,0.9,4175,,,,,,,excel,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.9}",0,2930,252,3182
底层架构是java还是c+,chat,chat,1,,,,,,,0.98,2555,,,,,,,excel,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.98}",0,2932,115,3047
25国债,chat,chat,1,,,,,,,0.92,2914,,,,,,,excel,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.92}",0,2927,168,3095
我问的是债券 210210 行情,chat,chat,1,,,,,,,0.95,2736,,,,,,,excel,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2933,161,3094
19793,chat,chat,1,,,,,,,0.9,5182,,,,,,,excel,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.9}",0,2927,394,3321
我们成交后，去外汇中心结算吗,chat,chat,1,,,,,,,0.95,3398,,,,,,,excel,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2934,236,3170
价格没有,chat,chat,1,,,,,,,0.91,11026,,,,,,,excel,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.91}",0,2927,886,3813
bid是什么意思,chat,chat,1,,,,,,,0.98,2772,,,,,,,excel,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.98}",0,2927,101,3028
价格合适就行,chat,chat,1,,,,,,,0.85,4223,,,,,,,excel,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.85}",0,2928,273,3201
清算时间是什么格式,chat,chat,1,,,,,,,0.96,2655,,,,,,,excel,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.96}",0,2929,104,3033
市价,chat,chat,1,,,,,,,0.85,3221,,,,,,,excel,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.85}",0,2927,112,3039
我用净价还是收益率,chat,chat,1,,,,,,,0.92,4025,,,,,,,excel,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.92}",0,2930,226,3156
2026-03-01 00:00:00,chat,chat,1,,,,,,,0.75,2447,,,,,,,excel,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.75}",0,2937,145,3082
报价,chat,chat,1,,,,,,,0.85,2549,,,,,,,excel,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.85}",0,2926,128,3054
询价,chat,chat,1,,,,,,,0.85,2294,,,,,,,excel,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.85}",0,2927,164,3091
你需要什么样格式的报价,chat,chat,1,,,,,,,0.95,2753,,,,,,,excel,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2930,154,3084
你们那个券最活跃,chat,chat,1,,,,,,,0.92,7719,,,,,,,excel,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.92}",0,2930,666,3596
你把你们有的债券报价整理一份发我,chat,chat,1,,,,,,,0.96,4011,,,,,,,excel,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.96}",0,2934,239,3173
怎么没有价格,chat,chat,1,,,,,,,0.95,2774,,,,,,,excel,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2928,124,3052
还没整理好吗,chat,chat,1,,,,,,,0.85,7824,,,,,,,excel,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.85}",0,2928,620,3548
报价板官方网址,chat,chat,1,,,,,,,0.95,2620,,,,,,,excel,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2929,120,3049
晴天，我出门打伞是为什么,chat,chat,1,,,,,,,1.0,3376,,,,,,,excel,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":1.0}",0,2933,157,3090
有什么债券可以报价,chat,chat,1,,,,,,,0.95,2982,,,,,,,excel,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2929,216,3145
210210 bid 看看行情,chat,chat,1,,,,,,,0.95,2331,,,,,,,excel,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2931,114,3045
210210 bid 5k帮我成交,chat,bond_inquiry,0,,,,,,,0.94,3347,,210210,bid,,5k,,excel,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""210210"",""direction"":""bid"",""amount"":""5k"",""price"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.94}",0,2933,192,3125
帮我报个价,chat,chat,1,,,,,,,0.92,3138,,,,,,,excel,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.92}",0,2929,180,3109
利率债怎么交易,chat,chat,1,,,,,,,0.95,5343,,,,,,,excel,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2929,340,3269
uat 204的ws服务我这边可以关一下吗,chat,chat,1,,,,,,,0.98,2548,,,,,,,excel,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.98}",0,2937,121,3058
国债怎么交易,chat,chat,1,,,,,,,0.95,2173,,,,,,,excel,"{""intent"":""chat"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2928,88,3016
Bid 220007.IB 2D  1.9003 4000万 今+1 aaa,bond_inquiry,bond_inquiry,1,,,,,,,0.95,5941,,220007.IB,bid,1.9003,4000万,今+1,excel,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""220007.IB"",""direction"":""bid"",""price"":""1.9003"",""amount"":""4000万"",""settle_date"":""今+1"",""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2949,362,3311
203D Bid 220007.IB   1.9003 4000万 今+1 aaa,bond_inquiry,bond_inquiry,1,,,,,,,0.97,3665,,220007.IB,bid,1.9003,4000万,今+1,excel,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""220007.IB"",""direction"":""bid"",""price"":""1.9003"",""amount"":""4000万"",""settle_date"":""今+1"",""order_status"":null,""cancel_scope"":null},""confidence"":0.97}",0,2948,206,3154
Bid 220007.IB  203D 1.9003 4000万 今+1 aaa,bond_inquiry,bond_inquiry,1,,,,,,,0.96,2134,,220007.IB,bid,1.9003,4000万,今+1,excel,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""220007.IB"",""direction"":""bid"",""price"":""1.9003"",""amount"":""4000万"",""settle_date"":""今+1"",""order_status"":null,""cancel_scope"":null},""confidence"":0.96}",0,2949,143,3092
Bid 220007.IB  3M 1.9003 4000万 今+1 aaa,bond_inquiry,bond_inquiry,1,,,,,,,0.98,4218,,220007.IB,bid,1.9003,4000万,今+1,excel,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""220007.IB"",""direction"":""bid"",""price"":""1.9003"",""amount"":""4000万"",""settle_date"":""今+1"",""order_status"":null,""cancel_scope"":null},""confidence"":0.98}",0,2949,336,3285
Bid 220007.IB  6.3Y 1.9003 4000万 今+1 aaa,bond_inquiry,bond_inquiry,1,,,,,,,0.96,4485,,220007.IB,bid,1.9003,4000万,今+1,excel,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""220007.IB"",""direction"":""bid"",""price"":""1.9003"",""amount"":""4000万"",""settle_date"":""今+1"",""order_status"":null,""cancel_scope"":null},""confidence"":0.96}",0,2951,218,3169
Bid 220007.IB   1.9003    4000万   1.213Y 今+1 订单有效期3min,bond_inquiry,bond_inquiry,1,,,,,,,0.98,6100,,220007.IB,bid,1.9003,4000万,今+1,excel,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""220007.IB"",""direction"":""bid"",""price"":""1.9003"",""amount"":""4000万"",""settle_date"":""今+1"",""order_status"":null,""cancel_scope"":null},""confidence"":0.98}",0,2954,382,3336
Bid 220007.IB   4000万   1.213年 今+1 订单有效期3min,bond_inquiry,bond_inquiry,1,,,,,,,0.97,19729,,220007.IB,bid,1.213年,4000万,今+1,excel,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""220007.IB"",""direction"":""bid"",""price"":""1.213年"",""amount"":""4000万"",""settle_date"":""今+1"",""order_status"":null,""cancel_scope"":null},""confidence"":0.97}",0,2949,1313,4262
Bid 220007.IB   4000万   1.231Y  今+1 订单有效期3min,bond_inquiry,bond_inquiry,1,,,,,,,0.98,8706,,220007.IB,bid,,4000万,今+1,excel,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""220007.IB"",""direction"":""bid"",""price"":null,""amount"":""4000万"",""settle_date"":""今+1"",""order_status"":null,""cancel_scope"":null},""confidence"":0.98}",0,2949,486,3435
Bid 220007.IB   4000万   1.231y  今+1 订单有效期3min,bond_inquiry,bond_inquiry,1,,,,,,,0.95,7295,,220007.IB,bid,1.231,4000万,今+1,excel,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""220007.IB"",""direction"":""bid"",""price"":""1.231"",""amount"":""4000万"",""settle_date"":""今+1"",""order_status"":null,""cancel_scope"":null},""confidence"":0.95}",0,2949,391,3340
爱的赛  Bid 220007.IB   4000万   1.231y  今+1 订单有效期3min,bond_inquiry,bond_inquiry,1,,,,,,,0.97,9032,,220007.IB,bid,1.231y,4000万,今+1,excel,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""220007.IB"",""direction"":""bid"",""amount"":""4000万"",""price"":""1.231y"",""settle_date"":""今+1"",""order_status"":null,""cancel_scope"":null},""confidence"":0.97}",0,2952,517,3469
2.272%  ofr 2500006 1E 明天+0,bond_inquiry,bond_inquiry,1,,,,,,,0.98,2218,,2500006,ofr,2.272%,,1E,excel,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""2500006"",""direction"":""ofr"",""price"":""2.272%"",""amount"":null,""settle_date"":""1E"",""order_status"":null,""cancel_scope"":null},""confidence"":0.98}",0,2943,120,3063
2.272%  ofr 250006 1E 明天+0,bond_inquiry,bond_inquiry,1,,,,,,,0.98,2188,,250006,ofr,2.272%,,明天+0,excel,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":""250006"",""direction"":""ofr"",""price"":""2.272%"",""amount"":null,""settle_date"":""明天+0"",""order_status"":null,""cancel_scope"":null},""confidence"":0.98}",0,2942,122,3064
ref,bond_inquiry,bond_inquiry,1,,,,all,all,1,0.98,1952,,,,,,,excel,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":""all""},""confidence"":0.98}",0,2926,107,3033
ref all,bond_inquiry,bond_inquiry,1,,,,all,all,1,0.98,4495,,,,,,,excel,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":""all""},""confidence"":0.98}",0,2927,198,3125
撤单,bond_inquiry,bond_inquiry,1,,,,all,all,1,0.98,2055,,,,,,,excel,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":""all""},""confidence"":0.98}",0,2927,101,3028
all ref,bond_inquiry,bond_inquiry,1,,,,all,all,1,0.98,2029,,,,,,,excel,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":""all""},""confidence"":0.98}",0,2927,110,3037
ref 债券,bond_inquiry,bond_inquiry,1,,,,specified,specified,1,0.95,1900,,,,,,,excel,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":""specified""},""confidence"":0.95}",0,2928,111,3039
ref 方向,bond_inquiry,bond_inquiry,1,,,,specified,specified,1,0.96,2367,,,,,,,excel,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":""specified""},""confidence"":0.96}",0,2928,94,3022
ref 价格,bond_inquiry,bond_inquiry,1,,,,specified,specified,1,0.96,2307,,,,,,,excel,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":""specified""},""confidence"":0.96}",0,2928,103,3031
ref 量,bond_inquiry,bond_inquiry,1,,,,specified,specified,1,0.96,1637,,,,,,,excel,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":""specified""},""confidence"":0.96}",0,2928,55,2983
ref 清算时间,bond_inquiry,bond_inquiry,1,,,,specified,specified,1,0.97,1593,,,,,,,excel,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":""specified""},""confidence"":0.97}",0,2929,95,3024
帮我撤单,bond_inquiry,bond_inquiry,1,,,,all,all,1,0.96,3541,,,,,,,excel,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":""all""},""confidence"":0.96}",0,2928,160,3088
ref 清算时间+量,bond_inquiry,bond_inquiry,1,,,,specified,specified,1,0.97,3091,,,,,,,excel,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":""specified""},""confidence"":0.97}",0,2931,199,3130
ref 清算时间+量+方向,bond_inquiry,bond_inquiry,1,,,,specified,specified,1,0.95,2518,,,,,,,excel,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":""specified""},""confidence"":0.95}",0,2933,135,3068
ref 清算时间+量+方向+价格,bond_inquiry,bond_inquiry,1,,,,specified,specified,1,0.97,3366,,,,,,,excel,"{""intent"":""bond_inquiry"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":null,""cancel_scope"":""specified""},""confidence"":0.97}",0,2935,135,3070
订单,bond_query,bond_query,1,all,all,1,,,,0.85,11596,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.85}",0,2926,818,3744
我的订单,bond_query,bond_query,1,all,all,1,,,,0.95,1893,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.95}",0,2927,83,3010
订单怎么样,bond_query,bond_query,1,all,all,1,,,,0.9,3216,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.90}",0,2927,166,3093
我的报单,bond_query,bond_query,1,all,all,1,,,,0.95,2695,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.95}",0,2928,119,3047
我的报价,bond_query,bond_query,1,all,all,1,,,,0.95,4424,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.95}",0,2927,111,3038
我今天有什么单,bond_query,bond_query,1,all,all,1,,,,0.95,2352,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.95}",0,2928,115,3043
今日订单成交情况,bond_query,bond_query,1,completed,completed,1,,,,0.93,2203,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""completed"",""cancel_scope"":null},""confidence"":0.93}",0,2929,106,3035
看看今日的全部操作,bond_query,bond_query,1,all,all,1,,,,0.91,2707,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.91}",0,2929,173,3102
查询今日操作记录,bond_query,bond_query,1,all,all,1,,,,0.94,2316,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.94}",0,2929,115,3044
查询订单,bond_query,bond_query,1,all,all,1,,,,0.95,2108,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.95}",0,2927,117,3044
订单状态,bond_query,bond_query,1,all,all,1,,,,0.92,1995,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.92}",0,2927,95,3022
我的订单到哪一步了,bond_query,bond_query,1,all,all,1,,,,0.96,2309,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.96}",0,2931,113,3044
成了吗,bond_query,bond_query,1,all,all,1,,,,0.92,2526,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.92}",0,2927,137,3064
撤了吗,bond_query,bond_query,1,all,all,1,,,,0.8,2773,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.80}",0,2927,140,3067
成交情况,bond_query,bond_query,1,all,all,1,,,,0.85,3530,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""all"",""cancel_scope"":null},""confidence"":0.85}",0,2927,225,3152
我之前的买入操作是否成功了,bond_query,bond_query,1,all,completed,0,,,,0.92,4425,,,,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":null,""price"":null,""amount"":null,""settle_date"":null,""order_status"":""completed"",""cancel_scope"":null},""confidence"":0.92}",0,2931,268,3199
我之前的卖出操作是否成功了,bond_query,bond_query,1,all,completed,0,,,,0.93,12774,,,ofr,,,,excel,"{""intent"":""bond_query"",""slots"":{""bond_code"":null,""direction"":""ofr"",""price"":null,""amount"":null,""settle_date"":null,""order_status"":""completed"",""cancel_scope"":null},""confidence"":0.93}",0,2931,682,3613
